,url,title,time,content
17,https://crossfittheville.wordpress.com/2022/01/16/monday-january-17th/,"Monday, January 17th",2022-01-16T23:55:00Z,"<p>Shoulder Press 5&#215;2@85% 1RM</p>



<p>Barbell Rows 5&#215;4@80%1RM</p>



<p>then, </p>



<p>4 Rounds for time: </p>



<p>15 Calorie Ski Erg</p>



<p>15 Bench Press (135/80)(RX+155/95)</p>



<p>15 KBS&#8217;s (53/35)(70/53)</p>



<p>15 GHD Situps</p>"
18,https://crossfittheville.wordpress.com/2022/01/15/sunday-january-16th/,"Sunday, January 16th",2022-01-15T23:55:00Z,<p>Rest Day.</p>
19,https://crossfittheville.wordpress.com/2022/01/14/saturday-january-15th/,"Saturday, January 15th",2022-01-14T23:55:00Z,<p>Make Up Day.</p>
20,https://crossfittheville.wordpress.com/2022/01/13/friday-january-14th/,"Friday, January 14th",2022-01-13T23:55:00Z,"<p>Back Squat 5&#215;2@85%1RM</p>



<p>Glute Ham Raise 5&#215;4 weighted if possible</p>



<p>then, </p>



<p>For Time: </p>



<p>100 Calorie Row</p>



<p>100 Situps</p>



<p>50 Burpees</p>



<p>50 Back Squats (135/95)</p>"
21,https://crossfittheville.wordpress.com/2022/01/12/thursday-january-13th/,"Thursday, January 13th",2022-01-12T23:55:00Z,"<p>Push Press 5&#215;2@85% 1RM</p>



<p>Band Pull Aparts 5&#215;10</p>



<p>then, </p>



<p>3 Rounds for time: </p>



<p>15-S2OH (135/95) (rx+ 155/105)</p>



<p>5-Rope Climbs to 15&#8242;</p>



<p>25/20 Calorie Assault Bike</p>"
22,https://crossfittheville.wordpress.com/2022/01/11/wednesday-january-12th/,"Wednesday, January 12th",2022-01-11T23:55:00Z,"<p>Overhead Squats 5&#215;2@85% 1RM</p>



<p>Single Leg Dumbbell RDL&#8217;s 5&#215;4/leg (using 2 DB&#8217;s)</p>



<p>then, </p>



<p>10:00 amrap: </p>



<p>7-Full Snatch (95/65)(RX+115/75)</p>



<p>14-T2B</p>"
23,https://crossfittheville.wordpress.com/2022/01/10/tuesday-january-11th/,"Tuesday, January 11th",2022-01-10T23:55:00Z,"<p>Gy<em>mnastic Day</em></p>



<p>Weighted Strict Ring Dips 10&#215;2</p>



<p>Strict Pullups with :05 Chin Over Bar Hold 10&#215;2</p>



<p>then, </p>



<p>Buy in: 100 Double Unders</p>



<p>4 Rounds of: </p>



<p>12-Ring Dips</p>



<p>10-Pushups</p>



<p>8-CTB Pullups</p>



<p>Cash Out: 100 Double Unders</p>



<p>for time. </p>"
24,https://crossfittheville.wordpress.com/2022/01/09/monday-january-10th/,"Monday, January 10th",2022-01-09T23:55:00Z,"<p>Hollow Rocks 3x:45</p>



<p>Superman Extensions 3&#215;10/side</p>



<p>then, </p>



<p>Deadlifts 5&#215;2@85% 1RM</p>



<p>then, </p>



<p>For time: </p>



<p>10-1 reps: Deadlifts (225/155)</p>



<p>1-10 reps: Burpee Box Jump Overs (24/20)</p>



<p><em>*compare to 10/5/20</em></p>"
25,https://crossfittheville.wordpress.com/2022/01/08/sunday-january-9th/,"Sunday, January 9th",2022-01-08T23:55:00Z,"<p>Rest Day.</p>



<p></p>"
26,https://crossfittheville.wordpress.com/2022/01/07/saturday-january-9th/,"Saturday, January 8th",2022-01-07T23:59:00Z,<p>Make Up Day.</p>
27,https://crossfittheville.wordpress.com/2022/01/06/friday-january-7th/,"Friday, January 7th",2022-01-06T23:55:00Z,"<p><em>Deload Week</em></p>



<p>Front Rack/Squat Mobility </p>



<p>then,</p>



<p>5 rounds for time:</p>



<p>25-Air Squats</p>



<p>20/15-Calorie Assault Bike</p>



<p>20-V Ups</p>



<p>20-Burpees</p>"
28,https://crossfittheville.wordpress.com/2022/01/05/thursday-january-6th/,"Thursday, January 6th",2022-01-05T23:55:00Z,"<p><em>Deload Week</em></p>



<p>Upperbody Mobility</p>



<p>then, </p>



<p>25:00 AMRAP: </p>



<p>10-HSPU&#8217;s</p>



<p>15-Calorie Row</p>



<p>20-Back Extensions</p>



<p>100-Double Arm Rope Waves</p>"
29,https://crossfittheville.wordpress.com/2022/01/04/wednesday-january-5th/,"Wednesday, January 5th",2022-01-04T23:59:00Z,"<p><em>Shortened Deload Week</em></p>



<p>20:00 Lower Body Mobility</p>



<p>then, </p>



<p>5 Rounds for time of: </p>



<p>30-Alternating Step Ups (15/leg, 24/20&#8243;)</p>



<p>20-Med Ball Cleans (20/14#)</p>



<p>1:30 Plank</p>



<p><em>*compare to 4/28/21</em></p>"
30,https://crossfittheville.wordpress.com/2022/01/03/tuesday-january-4th/,"Tuesday, January 4th",2022-01-03T23:55:00Z,"<p>20:00 to establish a max of: </p>



<p>3-Push Jerks + 1-Split Jerk </p>



<p>then, </p>



<p>For time: </p>



<p>500M Ski Erg</p>



<p>100 Double Unders</p>



<p>75 Situps</p>



<p>50 S2OH (75/55)(RX+ 95/65)</p>



<p><em>*compare to 1/14/21</em></p>"
31,https://crossfittheville.wordpress.com/2022/01/02/monday-january-3rd/,"Monday, January 3rd",2022-01-02T23:55:00Z,"<p>20:00 to establish a max of: </p>



<p>1-Power Snatch </p>



<p>1-Hang Squat Snatch </p>



<p>2-OHS&#8217;s</p>



<p><em>*compare to 7/12/21</em></p>



<p>then, </p>



<p>10:00 amrap of: </p>



<p>20-Alternating DB Hang Power Snatch (50/35)</p>



<p>15-Pullups</p>"
32,https://crossfittheville.wordpress.com/2022/01/01/sunday-january-2nd/,"Sunday, January 2nd",2022-01-01T23:55:00Z,<p>Rest Day.</p>
33,https://crossfittheville.wordpress.com/2022/01/01/saturday-january-1st/,"Saturday,  January 1st",2022-01-01T02:04:04Z,"<p><strong><em>Happy New Year!  Our free partner wod is today at 9:00 &amp; 10:15am.</em></strong></p>



<p>1-Partner works, 1-Partner rests.  <br />2 rounds for time:<br />20-Calorie Bike</p>



<p>22-Calorie Row</p>



<p>20-Wall Balls (20/14)</p>



<p>22-Burpees</p>



<p>20-V Ups</p>



<p>22-Sit-ups </p>



<p>20-Calorie Row</p>



<p>22-Calorie Bike</p>



<p>20-Pull-ups </p>



<p>22-KBS’s (53/35)</p>



<p>20-Jump Squats</p>



<p>22-Push-ups</p>"
34,https://crossfittheville.wordpress.com/2021/12/30/friday-december-31st/,"Friday,  December 31st",2021-12-30T23:59:00Z,"<p>Skill Practice: Ring Muscle Ups &amp; Turkish Get Ups</p>



<p>then,</p>



<p>Buy in: 20-Ring Dips (Rx+ 10 Ring Muscle Ups)</p>



<p>4 rounds of</p>



<p>15-Burpees</p>



<p>15-Calorie Assault Bike</p>



<p>Cash Out: 20-Ring Dips (Rx+ 10-Ring Muscle Ups)</p>



<p>for time.</p>



<p>*The evening classes are cancelled today. </p>



<p>*Free New Years Day Partner WOD Saturday at 9:00 &amp; 10:15! </p>"
35,https://crossfittheville.wordpress.com/2021/12/30/thursday-december-30th/,"Thursday, December 30th",2021-12-30T00:32:56Z,"<p>10:00 EMOM:</p>



<p>1-Snatch Grip Deadlift to below knee</p>



<p>1- :05 Hold below knee</p>



<p>1-Snatch Grip Deadlift</p>



<p>1-High Pull from hang</p>



<p>*use 100% of snatch max</p>



<p>then,</p>



<p>50-Deadlifts (225/155)</p>



<p>50-K2E’s</p>



<p>150-Double Unders</p>



<p>for time.</p>"
36,https://crossfittheville.wordpress.com/2021/12/29/wednesday-december-29th/,"Wednesday,  December 29th",2021-12-29T02:05:31Z,"<p>20:00 to establish a max of:</p>



<p>1-Power Clean +<br />2-Hang Squat Cleans</p>



<p>then,</p>



<p>5 rounds for time:</p>



<p>6-Power Cleans (155/105)(Rx+ 185/125)</p>



<p>200m Run</p>"
37,https://crossfittheville.wordpress.com/2021/12/27/tuesday-december-28th/,"Tuesday, December 28th",2021-12-27T23:55:00Z,"<p>Bench Press 10&#215;10@55%1RM with 1:00 rest between sets</p>



<p>then, </p>



<p>3 Rounds for time: </p>



<p>14-DB Shoulder Press (35&#8217;s/25&#8217;s)(RX+ 50&#8217;s/35&#8217;s)</p>



<p>16-Ring Rows</p>



<p>18-GHD Situps</p>



<p>20-Calorie Row</p>"
38,https://crossfittheville.wordpress.com/2021/12/26/monday-december-27th/,"Monday, December 27th",2021-12-26T23:55:00Z,"<p>Back Squat 4&#215;8@70% 1RM</p>



<p>Bent Leg Bridge 4&#215;8</p>



<p>then,</p>



<p>12:00 AMRAP of: </p>



<p>12-Goblet Squats (53/35)(RX+70/53)</p>



<p>12-KBS&#8217;s</p>



<p>12-Forward Lunges (6/leg)</p>



<p><em>*compare to 6/25/21</em></p>"
39,https://crossfittheville.wordpress.com/2021/12/25/sunday-december-26th/,"Sunday, December 26th",2021-12-25T23:55:00Z,<p>Rest Day.</p>
40,https://crossfittheville.wordpress.com/2021/12/24/saturday-december-25th/,"Saturday, December 25th",2021-12-24T23:55:00Z,"<p>Rest Day.</p>



<p><strong>Merry Christmas!</strong></p>"
41,https://crossfittheville.wordpress.com/2021/12/23/friday-december-24th/,"Friday, December 24th",2021-12-23T23:55:00Z,"<p><strong>12 Days Of Christmas</strong></p>



<p>1-SDHP (75/55) (RX+ 95/65)</p>



<p>2-Thrusters</p>



<p>3-Push Press</p>



<p>4-Power Cleans</p>



<p>5-Power Snatch </p>



<p>6-KBS&#8217;s (53/35) (RX+ 70/53)</p>



<p>7-Pullups (RX+ CTB Pullups)</p>



<p>8-K2E&#8217;s</p>



<p>9-Box Jumps (24/20)(RX+ 30/24)</p>



<p>10-Double Unders</p>



<p>11-Burpees</p>



<p>12-OH Walking Lunges (45/25#)</p>



<p>*Beginners version will also be available.</p>



<p><strong><em>*Today will be our 12 Days of Christmas wod at 9:00 &amp; 10:30am.  All other classes are cancelled.</em></strong></p>



<p><strong><em>*We will be closed Saturday, Christmas Day.</em></strong></p>"
42,https://crossfittheville.wordpress.com/2021/12/22/thursday-december-23rd/,"Thursday, December 23rd",2021-12-22T23:55:00Z,"<p>Push Press 3&#215;8@70% 1RM</p>



<p>Band Face Pulls 3&#215;12</p>



<p>then, </p>



<p>3 Rounds for time: </p>



<p>20/15 Calorie Assault Bike</p>



<p>20-Wall Balls (20/14)</p>



<p>20-V Ups</p>



<p><strong><em>*This Friday will be our 12 Days of Christmas wod at 9:00 &amp; 10:30am.  All other classes are cancelled.</em></strong></p>



<p><strong><em>*We will be closed Saturday, Christmas Day.</em></strong></p>"
43,https://crossfittheville.wordpress.com/2021/12/21/wednesday-december-22nd/,"Wednesday, December 22nd",2021-12-21T23:55:00Z,"<p>Overhead Squats 4&#215;8@70%1RM</p>



<p>Snatch Grip RDL&#8217;s 4&#215;8</p>



<p>then, </p>



<p>12:00 AMRAP: </p>



<p>12-Power Snatch (95/65)</p>



<p>12-Bar Facing Burpees</p>



<p>36-Double Unders</p>



<p><strong><em>*Friday will be our 12 Days of Christmas wod at 9:00 &amp; 10:30.  All other classes are cancelled.</em></strong></p>



<p>*<strong><em>We will be closed Saturday, Christmas Day.</em></strong></p>"
44,https://crossfittheville.wordpress.com/2021/12/20/tuesday-december-21st/,"Tuesday, December 21st",2021-12-20T23:55:00Z,"<p><em><strong>Gymnastic Day</strong></em></p>



<p>5 sets of as many reps as possible (rest between sets)</p>



<p>Strict HSPU&#8217;s</p>



<p>&#8220;Deficit&#8221; Ring Rows (rings at hip height, feet elevated on bench)</p>



<p>then, </p>



<p>40-30-20-10 each: </p>



<p>Calorie Ski Erg</p>



<p>Pushups</p>



<p>Calorie Row</p>



<p>Situps</p>



<p>for time.</p>



<p><strong><em>*This Friday will be our 12 Days of Christmas WOD at 9:00 &amp; 10:30am.  All other classes that day are</em></strong> <strong><em>cancelled.</em></strong></p>



<p><strong><em>*We will be closed Saturday, Christmas Day.</em></strong></p>"
45,https://crossfittheville.wordpress.com/2021/12/19/monday-december-20th/,"Monday, December 20th",2021-12-19T23:55:00Z,"<p>Front Squats 4&#215;8@70%1RM</p>



<p>Ball Leg Curls 4&#215;8</p>



<p>then, </p>



<p>21-15-9 reps each: </p>



<p>Thrusters (95/65)(RX+115/75)</p>



<p>T2B</p>



<p>for time.</p>



<p><strong><em>*This Friday will be our 12 Days of Christmas wod at 9:00 &amp; 10:30.  All other classes are cancelled. </em></strong> </p>



<p><strong><em>*We will be closed Saturday, Christmas Day.</em></strong></p>"
46,https://crossfittheville.wordpress.com/2021/12/18/sunday-december-19th/,"Sunday, December 19th",2021-12-18T23:55:00Z,<p>Rest Day.</p>
47,https://crossfittheville.wordpress.com/2021/12/17/saturday-december-18th/,"Saturday, December 18th",2021-12-17T23:55:00Z,<p>Make Up Day.</p>
48,https://crossfittheville.wordpress.com/2021/12/16/friday-december-17th/,"Friday, December 17th",2021-12-16T23:58:00Z,"<p>Clean Grip Deadlift + Jump Shrug 5&#215;2@100% Clean 1RM</p>



<p>then, </p>



<p>5 Rounds for time: </p>



<p>10-Deadlifts (185/125)(RX+ 225/155)</p>



<p>10-Burpee Box Jump Overs (24/20&#8243;)(RX+ 30/24&#8243;)</p>"
49,https://crossfittheville.wordpress.com/2021/12/15/thursday-december-16th/,"Thursday,  December 16th",2021-12-15T23:55:00Z,"<p>:02 Pause Bench Press 5&#215;2@80%1rm</p>



<p>Strict CTB Pullups 5&#215;2</p>



<p>then,</p>



<p>15:00 amrap:</p>



<p>8-Pullups (Rx+ CTB Pullups)</p>



<p>12-Ring Pushups </p>



<p>16/12-Calorie Assault Bike</p>



<p></p>"
50,https://crossfittheville.wordpress.com/2021/12/14/wednesday-december-15th/,"Wednesday, December 15th",2021-12-14T23:55:00Z,"<p>:02 Pause Back Squats 5&#215;2@80% 1RM</p>



<p>Gute Ham Raise 5&#215;4</p>



<p>then, </p>



<p>For Time: </p>



<p>20-DB Box Step Ups (10/leg, 35/25&#8217;s, 24/20&#8243;)(RX+50/35&#8217;s)</p>



<p>30-GHD Situps</p>



<p>40-Burpees</p>



<p>30-GHD Situps</p>



<p>20-DB Box Step Ups</p>"
51,https://crossfittheville.wordpress.com/2021/12/13/tuesday-december-14th/,"Tuesday, December 14th",2021-12-13T23:55:00Z,"<p>Push Jerk 5&#215;2@80% 1RM</p>



<p>Band Pull Aparts 5&#215;10</p>



<p>then, </p>



<p>200M Run</p>



<p>20-Push Press (95/65)(RX+ 115/75)</p>



<p>200M Run </p>



<p>16-Push Press</p>



<p>200M Run </p>



<p>12-Push Press</p>



<p>200M Run </p>



<p>8-Push Press</p>



<p>200M Run </p>



<p>4-Push Press</p>



<p>for time.</p>"
52,https://crossfittheville.wordpress.com/2021/12/12/monday-december-13th/,"Monday, December 13th",2021-12-12T23:55:00Z,"<p>Snatch Balance 5&#215;2 <em>(light, as warmup)</em></p>



<p>Hang Squat Snatch 5&#215;2@80%1RM</p>



<p>then, </p>



<p>21-18-15-12-9-6-3 each: </p>



<p>OHS (95/65)</p>



<p>Calorie Row</p>



<p>for time.</p>"
53,https://crossfittheville.wordpress.com/2021/12/11/sunday-december-12th/,"Sunday, December 12th",2021-12-11T23:55:00Z,<p>Rest Day.</p>
54,https://crossfittheville.wordpress.com/2021/12/10/saturday-december-11th/,"Saturday, December 11th",2021-12-10T23:55:00Z,<p>Make Up Day.</p>
55,https://crossfittheville.wordpress.com/2021/12/09/friday-december-10th/,"Friday, December 10th",2021-12-09T23:55:00Z,"<p>Skill Practice: Kipping Ring Dips &amp; Kipping T2B</p>



<p>then, </p>



<p>5 Rounds for time of: </p>



<p>250M Ski Erg</p>



<p>10-Ring Dips (RX+ 5 Ring Muscle Ups)</p>



<p>15-KBS&#8217;s (53/35)(RX+ 70/53)</p>"
56,https://crossfittheville.wordpress.com/2021/12/08/thursday-december-9th/,"Thursday, December 9th",2021-12-08T23:55:00Z,"<p>Front Squats 4&#215;6@75% 1RM</p>



<p>then,</p>



<p>Buy In: 50/40 Calorie Assault Bike</p>



<p>3rds of</p>



<p>15-Hang Power Cleans (115/75)(Rx+ 135/95)</p>



<p>25-Wall Balls (20/14)</p>



<p>Cash Out: 50/40 Calorie Assault Bike</p>



<p>for time.</p>"
57,https://crossfittheville.wordpress.com/2021/12/07/wednesday-december-8th/,"Wednesday, December 8th",2021-12-07T23:55:00Z,"<p>Good Mornings 4&#215;12 (empty bar)</p>



<p>Hollow Rocks 4x:30</p>



<p></p>



<p>Deadlifts 4&#215;6@75% 1RM</p>



<p>then, </p>



<p>15:00 AMRAP: </p>



<p>10-Deadlifts (155/105)(RX+ 185/125)</p>



<p>10-Lateral Burpees Over Bar</p>



<p>10-T2B</p>"
58,https://crossfittheville.wordpress.com/2021/12/06/tuesday-december-7th/,"Tuesday, December 7th",2021-12-06T23:55:00Z,"<p>Shoulder Press 4&#215;6@75%1RM</p>



<p>Chin Ups 4&#215;6</p>



<p>then, </p>



<p>5 Rounds for time: </p>



<p>10-HSPU&#8217;s</p>



<p>15-Pullups</p>



<p>30-Double Unders</p>"
59,https://crossfittheville.wordpress.com/2021/12/05/monday-december-6th/,"Monday, December 6th",2021-12-05T23:55:00Z,"<p>Back Squat 4&#215;6@75% 1RM</p>



<p>Glute Ham Raise 4&#215;6</p>



<p>then, </p>



<p>10-Back Squats (225/155)(RX+ 275/185)</p>



<p>50-Situps</p>



<p>15-Back Squats (185/125)(RX+ 225/155)</p>



<p>50-Situps</p>



<p>20-Back Squats (135/95)(RX+ 185/125)</p>



<p>50-Situps</p>



<p>For time.</p>"
60,https://crossfittheville.wordpress.com/2021/12/04/sunday-december-5th/,"Sunday, December 5th",2021-12-04T23:55:00Z,<p>Rest Day. </p>
61,https://crossfittheville.wordpress.com/2021/12/04/saturday-december-4th/,"Saturday, December 4th",2021-12-04T15:19:46Z,<p>Make Up Day.</p>
62,https://crossfittheville.wordpress.com/2021/12/02/friday-december-3rd/,"Friday, December 3rd",2021-12-02T23:55:00Z,"<p><em>Last day of Deload Week</em></p>



<p>Single Arm DB Split Jerk 4&#215;6/arm</p>



<p>Bent Side Laterals 4&#215;12</p>



<p>then, </p>



<p>50-DB S2OH (35/25’s)(Rx+ 50/35’s)</p>



<p>50-Box Jumps (24/20”)</p>



<p>100/80-Calorie Row</p>



<p>for time.</p>"
63,https://crossfittheville.wordpress.com/2021/12/01/thursday-december-2nd/,"Thursday, December 2nd",2021-12-01T23:59:00Z,"<p><em>Deload Week </em></p>



<p>DB OHS&#8217;s 4&#215;6/arm</p>



<p>DB Single Leg RDL 4&#215;6/leg</p>



<p>then, </p>



<p>3 Rounds for time of: </p>



<p>400M Run </p>



<p>10-Right Arm OH Walking Lunges (35/25)(RX+50/35)</p>



<p>10-Left Arm OH Walking Lunges </p>



<p>20-Burpees</p>"
64,https://crossfittheville.wordpress.com/2021/11/30/wednesday-december-1st/,"Wednesday,  December 1st",2021-11-30T23:59:00Z,"<p><em>Deload Week</em></p>



<p><strong>Gymnastic Day</strong></p>



<p>Strict Pullups 3&#215;12</p>



<p>Strict Parallel Bar Dips 3&#215;12</p>



<p>(scale to dips off bench)</p>



<p>then, 20:00 amrap of:</p>



<p>21-18-15-12-9-6-3 each</p>



<p>Calorie Assault Bike</p>



<p>Pushups</p>



<p>Ring Rows</p>



<p>V Ups</p>



<p>*<em>if you complete the 3 set start back at 21 each until time runs out.</em></p>"
65,https://crossfittheville.wordpress.com/2021/11/29/tuesday-november-30th/,"Tuesday,  November 30th",2021-11-29T23:55:00Z,"<p><em>Deload Week</em> </p>



<p>Plank 3&#215;1:00</p>



<p>Side Plank 3x:30/side</p>



<p>DB Deadlifts 3&#215;12</p>



<p>then, </p>



<p>5 rounds for time:</p>



<p>15-Right Arm KB Deadlifts (53/35)(Rx+70/53)</p>



<p>100ft Right Arm Farmers Walk </p>



<p>15-Left Arm KB Deadlifts </p>



<p>100ft Left Arm Farmers Walk</p>



<p>15-Right Arm Russian KB Swings</p>



<p>100ft Right Arm Waiters Walk</p>



<p>15-Left Arm Russian KB Swings</p>



<p>100ft Left Arm Waiters Walk</p>"
66,https://crossfittheville.wordpress.com/2021/11/28/monday-november-29th/,"Monday, November 29th",2021-11-28T23:55:00Z,"<p><em>Deload Week </em></p>



<p>DB Hang Power Cleans 3&#215;12</p>



<p>Back Extensions 3&#215;12</p>



<p>then, </p>



<p>15:00 AMRAP: </p>



<p>10-KB Hang Squat Cleans, Right Arm (53/35)</p>



<p>10-KB Hang Squat Cleans, Left Arm</p>



<p>15-KB Facing Burpees</p>



<p>15-K2E&#8217;s</p>"
67,https://crossfittheville.wordpress.com/2021/11/27/sunday-november-28th/,"Sunday, November 28th",2021-11-27T23:55:00Z,<p>Rest Day. </p>
68,https://crossfittheville.wordpress.com/2021/11/26/saturday-november-27th/,"Saturday, November 27th",2021-11-26T23:55:00Z,<p>Make Up Day.</p>
69,https://crossfittheville.wordpress.com/2021/11/26/friday-november-26th/,"Friday, November 26th",2021-11-26T00:38:50Z,"<p><strong><em>Deload Week</em></strong></p>



<p>DB Bench Press 3&#215;12</p>



<p>DB Rows</p>



<p>then, </p>



<p>3 Rounds for time: </p>



<p>20-Calorie Row</p>



<p>20-Ring Dips</p>



<p>20-Alternating DB Snatch (50/35)</p>



<p><em>*Only 10:30 &amp; 12:00 classes today.</em></p>"
70,https://crossfittheville.wordpress.com/2021/11/24/thursday-november-25th/,"Thursday, November 25th",2021-11-24T23:55:00Z,"<p><strong><em>Happy Thanksgiving! </em></strong> <strong><em>Our Free Thanksgiving Day WOD is Thursday at 9:00am.  If you aren&#8217;t a member but would like to attend email: Daniel@crossfittheville.org.</em></strong></p>



<p>For time: </p>



<p>1500M Row</p>



<p>2.0 Mile Assault Bike</p>



<p>25-Burpees</p>



<p>50-Air Squats (RX+ 45/25# Plate)</p>



<p>50-Pushups</p>



<p>50-Situps (RX+ 25 GHD Situps)</p>



<p>20-Pullups (RX+ Bar Muscle Ups)</p>"
